,x,sin(label),sin(prediction),cos(label),cos(prediction)
0,146.06595272328605,0.5582382345524843,0.16684859216163772,-0.8296807057439177,-0.16975388201067712
1,96.75026959531894,0.9930679038921649,0.47327356436179724,-0.11754207016733027,-0.3581705886293774
2,128.8063225690364,0.7792688146772868,0.2260308417914103,-0.6266898072184168,-0.6580938119882354
3,96.88684450261212,0.9927848999889066,0.4778579346019425,-0.11990889188887005,-0.34671495953934506
4,302.1679692936958,-0.8464909337219299,-1.1238175267254604,0.5324031359097873,-0.5275585958942879
5,190.1710392866865,-0.1765872464029157,-0.20950159467186413,-0.9842849914571672,-0.32722504925128526
6,139.34416970237706,0.6515137592515172,0.11912897328402428,-0.758636817921432,-0.43440493497397686
7,124.23771865767138,0.8267103672946463,0.2597500830184113,-0.5626277353699789,-0.3766454028473858
8,126.88880504422893,0.7998019586316747,0.4419743560629523,-0.6002639644097727,-0.8162956015618391
9,153.97123353766847,0.4388223485802905,0.07403519283797033,-0.8985738402526963,-0.8140578711821027
10,211.33120176789217,-0.5199843505280529,-0.507066723913957,-0.8541757870637161,-0.6198326995163146
11,186.8137652892695,-0.1186425244733107,-0.2881116008772031,-0.992937032941465,-0.5450516729799216
12,191.7518258928957,-0.2036729511039967,-0.32093662164857983,-0.9790389823641288,-0.7498674547662066
13,135.53440356099986,0.7004808628766959,0.38911415218548917,-0.7136711853112185,-0.8722782909265456
14,128.41586672659258,0.7835214149223009,0.28957838204022623,-0.6213647820388243,-0.24124303607083786
15,211.62615155836153,-0.5243746057800077,-0.3357703337262674,-0.8514876821264424,-0.15263140933876013
16,147.89684635948328,0.5314452054984768,-0.0004347955202472775,-0.8470926711716267,-0.5856216492928907
17,157.02977560658928,0.3902527056030145,-0.03727193560744935,-0.9207077852226117,-0.7278238973806977
18,290.2258757244733,-0.9383369846638812,-1.0345998322617667,0.3457220027882157,-0.5461197067589701
19,174.20452150382312,0.1009777857290266,0.2581572352701166,-0.9948886806016354,-0.8915510521744455
20,219.47188584560632,-0.6356995194486218,-0.4225394766488182,-0.7719366042446694,-0.2533892676596822
21,92.1942726050406,0.9992667487364248,0.6536596627937685,-0.03828792067656541,-0.5921059106318649
22,300.21851695947873,-0.8641121898739734,-1.0880154938484115,0.5032992383375978,-0.2990527690137387
23,132.2657626753239,0.7400331242525509,0.19637017298092396,-0.6725704238286192,-0.6729438430724921
24,149.62428450563223,0.5056681469347853,0.39955568033630784,-0.8627280713965093,-0.7472159223960824
25,186.30344925356934,-0.10979414816818184,-0.30671251608106265,-0.9939543475572826,-0.7254921752349858
26,271.1757615745701,-0.9997894535008499,-1.0776666260314736,0.020519470472497442,-0.8026566306142062
27,75.92261624295807,0.9699681013673109,0.6812443390158318,0.24323215726933334,-0.30618037344277116
28,122.89240664969718,0.8396918435078375,0.5762361433828996,-0.5430631712300229,-0.6370180343372759
29,196.548171372926,-0.2848213710230106,-0.21604859641373286,-0.9585806103863006,-0.8552955051107908
30,158.8392181144674,0.3609863235519477,0.27200260220620887,-0.9325711094648218,-0.9963076938154848
31,158.23776085835271,0.37075583514558347,0.36299730927482665,-0.9287303756771936,-0.7975793882154792
32,111.63468110219765,0.929553489993868,0.6454765647605656,-0.3686872783813137,-0.5811667184596045
33,139.27590153328026,0.6524172156160262,0.09193334269649622,-0.7578599981314699,-0.4459776369852731
34,206.00957687512232,-0.4385213722945621,-0.363683368781204,-0.8987207608823188,-0.28113264347175815
35,293.3239948033577,-0.9182806509704096,-1.0495376587800536,0.3959301024844672,-0.5017047400951966
36,51.492320917467005,0.7825247171291787,0.9008503433899284,0.6226195203187087,-0.17227073103089505
37,179.04985919470755,0.016582325365805846,-0.2216292786870495,-0.9998625037901274,-0.5272085525379443
38,162.47364519142104,0.30114445666766504,0.3308377970760321,-0.9535785317520192,-0.8344827573093793
39,100.87141791443347,0.9820529210563576,0.4445331308783189,-0.18860556790475635,-0.3542459976724054
40,125.88356585459888,0.8102097962738579,0.33717991418137405,-0.586139988417335,-0.10679310428676574
41,142.65829520524494,0.6065672536788482,0.19756851173132794,-0.7950321797037525,-0.6023112169008964
42,255.69028815898972,-0.9689738502640848,-0.8150116045677911,-0.2471632608305592,-0.4213689537874491
43,76.34655104652907,0.9717412229731446,0.6917872277243807,0.2360487144100924,-0.15274358314979058
44,78.75889528373966,0.9808155567436448,0.6613909413875394,0.1949380507998736,-0.31586530605537305
45,108.12930194278209,0.950356722629129,0.3770632451843646,-0.3111624973444275,-0.32473361428841324
46,263.39511599770685,-0.9933629645279264,-0.9174697700104826,-0.11502182707768785,-0.6731375984285208
47,276.1337539001273,-0.9942751696518752,-0.9045774335625258,0.10684983394341337,-0.4486503114934974
48,83.05522933900754,0.9926631644823466,0.7195037667920163,0.12091253814180587,-0.5223723540005614
49,168.10246367208066,0.2061621101127392,0.22495130205977532,-0.9785178508100212,-1.046138343852504
50,258.18177675931764,-0.9788022981476951,-0.7641786562053978,-0.2048073756991932,-0.44624344509138275
51,132.16556889176243,0.7412081237221803,0.5109879063222261,-0.6712752917605751,-0.6608781803634027
52,242.73101650400326,-0.8888653878422063,-0.7344816550266022,-0.4581684431474131,-0.4540983566558408
53,197.60122239849323,-0.3023902268886912,-0.4573890514700816,-0.9531842165511376,-0.7271514366742164
54,169.88265182483593,0.17566480865449086,-0.07150917514761779,-0.9844500368227842,-0.6813520992784784
55,246.73632652678862,-0.9186969794985744,-0.6358213244301489,-0.3949631120246493,-0.25729642547060844
56,165.05327869570033,0.2579207298591083,0.0014297437290677895,-0.9661660815351286,-0.25394623821265594
57,191.55783178861213,-0.20035692471280564,-0.28957564428177984,-0.9797229724364062,-0.4828247090665352
58,215.36641402117897,-0.5788032564144117,-0.39388099199405047,-0.8154672221273354,-0.20723534556923323
59,113.83907628175355,0.9146842332430326,0.6296889060136472,-0.4041692138901793,-0.593353270284263
60,136.8001010254468,0.6845458205906957,0.15537433829527747,-0.7289698344319955,-0.5390557053283382
61,189.7623000145074,-0.1695610749324311,-0.2139637606508764,-0.9855196811163938,-0.9752520125134357
62,137.05497089007446,0.6812963687025451,0.25079596545554816,-0.7320076898453498,-0.11352866068566872
63,241.42253657484773,-0.878171194931553,-0.6391702666907604,-0.4783464773493041,-0.4697041362844053
64,247.5628051766501,-0.9242984585478246,-0.7007390038790753,-0.38167048553184657,-0.5009630653508774
65,141.8935662525239,0.617124236244415,0.19059748336256133,-0.7868657299944809,-0.5870028987276587
66,243.2666613445925,-0.8931097921739063,-0.7828755955234987,-0.4498387479120513,-1.084139876089757
67,163.57733128242654,0.28272098132177365,0.026253690583380562,-0.959202192825086,-0.690698558982127
68,181.10854666406203,-0.019346582123751743,-0.30597403878725116,-0.9998128373651384,-0.6707162918774394
69,244.86794865663325,-0.9053313595524282,-0.8529552098741953,-0.4247059328652617,-0.7669865935850753
70,241.58010047362035,-0.8794833296992374,-0.8136048346829217,-0.4759296931072305,-0.9344746710042331
71,138.83369660359062,0.6582468384722855,0.24269565182021424,-0.752802165008338,-0.5987508239105446
72,182.13862106351291,-0.03731731234363191,-0.2752269451946361,-0.9993034665202796,-0.5084119906986089
73,209.00644670061678,-0.4849080260209197,-0.534409831072792,-0.8745651526904642,-0.6677364799353012
74,30.095490497775813,0.5014426432914032,1.0832364171173317,0.8651908896243248,-0.07654538989908338
75,211.23344380055943,-0.518526201007527,-0.5447039958667548,-0.8550617397993561,-0.6346260015454825
76,247.8698001781671,-0.9263301995128872,-0.6656680599168434,-0.3767125714260337,-0.35867953346276055
77,229.31677292063375,-0.7583252007505559,-0.6603592698205238,-0.6518764376065675,-1.0312559217190895
78,233.3225761728027,-0.8020110633652762,-0.7015873752141528,-0.5973091780976573,-0.5329646390735303
79,175.48221318464311,0.07876857345539774,-0.07780123538772554,-0.9968929289727164,-0.2440952910207535
80,160.358929720202,0.3361267612285533,0.017747906912126687,-0.9418167552055988,-0.21725815193579054
81,216.8302600906028,-0.5994464117884327,-0.4021211646391887,-0.8004148920366067,-0.20204834401179547
82,64.9253159741218,0.9057561418939744,0.8142426453278,0.4237992584011239,-0.42203719032763665
83,223.6498066132021,-0.6902487980114824,-0.6350552742408124,-0.7235721089454069,-0.5864510025924194
84,283.94009409864725,-0.9705481385740159,-1.10901253554791,0.2409072657902052,-0.5661193536563143
85,203.43962094188993,-0.3977824375328984,-0.358953411754118,-0.9174797721968512,-0.3078908622437916
